page,para_num,pdf_name,text
8,3,eu_2006,"Forging Collaborations and Alliances: In order to keep the momentum of the European progress in QIPC and the competitiveness of our scientists, it is in Europe's interest to develop a common strategy for international collaboration at pan-European level in a concerted and structured way. Some European countries have strong national programs in QIPC, but the efforts are fragmented and none of them by itself can be a counterpart to the QIPC programs in the developed countries, as research and investment in QIPC have grown tremendously in recent years."
8,4,eu_2006,On the other hand it is very important to establish and maintain research collaborations with good teams outside Europe. This stimulates scientific excellence and cross fertilization between different research cultures and traditions. Therefore the QIPC initiative needs to create the best possible conditions for European scientists to excel in the filed in this global environment.
8,5,eu_2006,"In May 2005 the QUPON Conference (Quantum Physics of Nature) was organized at the University of Vienna. It was a major international event with more than 350 of the best scientists in the world taking part. The Gordon research Conference on Quantum Information Science makes part of the series of high level research events organized by the institution with the same name in the US. In 2006 it took place 7-12 May in Il Ciocco (Italy) and was organized by Peter Zoller (University of Innsbruck) and Ignacio Cirac (Max Planck Institute in Garsching, Germany). There were representatives from US funding agencies and also the coordinator of the FET QIPC PI. In 2007 this conference is organized in the same place in April. It is an important recognition for European research that the GRC on Quantum Information is organized in Europe. The US – Japan Workshop on Quantum Information Science took place on 16 – 20 October in Hawaii. Europe was represented by six scientists (Anton Zeilinger, Hans Briegel, John Rarity, Philippe Grangier, Rainer Blatt, Serge Haroche) and the coordinator of the FET QIPC proactive initiative. The opening session was dedicated to invited talks given by Quantum Information Science program managers from funding agencies in the US, Japan and Europe."
14,16,eu_2008,"QIPC is also funded via the FET -Open continuous submission scheme, which supports l ong-term, risky and visionary research. In this case the research area is not specified in advance and QIPC projects are competing with all "
16,1,eu_2008,"Apart from the EU program, QIPC is also coordinated and funded by several organisations at the national or regional level. All groups involved in QIPC receive support from their home institutions (e.g. universities) in form of building costs, salaries, etc. This basic support is difficult to quantify precisely , for most of the time it is impossible to know the exact costs , and some estimation (e.g. based on the size of the group under scrutiny) would be needed. "
16,2,eu_2008,"In terms of external funding, one can distinguish several levels. The main funding source for QIST programs usually comes from a few national organisations in each country, mainly ministries, government agencies, or Academies of Science. Sometimes local funding comes from regions or cities that wish to attract centers of excellence in QIST. Other sources of funding are emerging, in particular the ones based on start-ups and agencies such as the European Space Agency. Some groups also have grants from American funding agencies, such as DARPA, ARO, and NIST."
16,3,eu_2008,"As a basic research field, QIST is still traditionally funded by the different national governmental organisation depending on the country (ministry, governmental agency etc.). These agencies fund every research topics and QIST is typically a small percentage of the overall budget (in the percent range). However many of them have recently developed focus program or umbrella topics for QIST."
16,4,eu_2008,"The identified main national founders for each country include the Austrian Federal Ministry of Transport, Innovation and Technology (BMVIT), Austrian Research Promotion Agency (FFG), Belgian Federal Science Policy Office, Ministry of Education and Science in Bulgaria, Czech Ministry of Education, Estonian Science Foundation (EstSF), Academy of Finland, and France's Agence Nationale pour la Recherche (ANR). "
16,5,eu_2008,"These founding bodies are representative of a comprehensive list that spans other countries and regions, as well as multiple tiers of governance from the city to national level. Certain regions or cities, for instance Vienna in Austria, have also invested in QIST to attract centres of excellence. In France, the Région Ile de France supports QIST through two main channels: Institut Francilien de Recherche sur les Atomes Froids (IFRAF), and Centre de compétence NanoSciences Ile de france (C'NANO)."
17,1,eu_2008,"17 QIPC Regional initiatives Objectives of the FET QIPC Proactive Initiative are highlighted by countries. In Germany, several initiatives like Deutsche Forschungsgemeinschaft (DFG), Bayerisches Staatsministerium, Landesstiftung BW, Max-Planck -Society and VDI Technologiezentrum are in function. Greece, represented by its Ministry of Development, General Secretariat for Research and Technology (GSRT), and Hungary, with its Ministry of Education, Hungarian Scientific Research Fund, and Hungarian Academy of Science, National Office for Research and Technology (NKTH) are active contributors too. Ireland's initiatives are led by the Advisory Science Council (ASC) and Science Foundation of Ireland (SFI)."
17,2,eu_2008,"Italy has its Italian National Research Council (CNR), Ministry for Education and Research (MIUR), Istituto Nazionale di Fisica Nucleare (INFN), Istituto Nazionale di Alta Matematica (INDAM), Istituto Nazionale d i Ricerca Metrologica (iNRiM), Regione Piemonte, San Paolo Fundation, Nanotechnology lab leading the efforts. QIPC is also one of the two scientific lines that CNISM (Consorzio Interuniversitario per le Scienze Fisiche della Materia) decided to support. Luxembourg is represented by the Fonds National d e la Recherche."
17,3,eu_2008,"Netherlands' efforts are being lead by Foundation for Fundamental Research on Matter (FOM), Netherlands Organization for Scientific Research, and The Technology Foundation (STW). Poland's initiatives are by Ministry of Science and Higher Education, Ministry of Science and Information Technology, and Polish Academy of Sciences. Portugal's initiatives come from Science and Technology Foundation (FCT) and Innovation Agency (AdI). Russia's efforts are driven by the Russian Foundation for Basic Research."
17,4,eu_2008,"Slovakia's initiatives are led by Research and Development Support Agency (APVV). Quantum Information program of the Slovakian Academy of Science takes a noteworthy mention. Spain's efforts are backed by Ministry of Education and Science (MEC), Ministry of Science and Technology (MCT), University of Barcelona, Generalitat de Catalunya, and Madrid General Government. "
17,5,eu_2008,"Sweden is at the forefront with Knowledge Foundation, Swedish Foundation for Strategic research (SSF) via the QIP consortium (Chalmers, Göteborg, and KTH, Stockholm), Swedish Research Council (VR) – Natural and Engineering Sciences, Swedish foundation for International Cooperation, and The Swedish Royal Academy of Science. Switzerland's initiatives are led by the Swiss National science Foundation (SNF). "
17,6,eu_2008,"Turkey's initiatives are steered by Tubitak -Uekae. The United Kingdom's efforts are headlined by the Royal Society, Research Council, DTI Department of Trade and Industry, Engineering and Physical Sciences Research council (EPSRC), and Defence Science and Technology Laboratory (DSTL)."
17,7,eu_2008,"As a highly promising field, QIST is often supported at the local level (city or region). Several examples in Europe have led to the creation of centers for Quantum Information, sometimes in a more general context. This funding can be quite stable in time, and usually consists in particular of a large startup sum, but also a more long-term support. "
17,8,eu_2008,"One can cite for instance, the region of Catalonia in Spain strongly supported the creation of the Institute for Photonic Science (ICFO) in 2002 in Barcelona, which has a strong emphasis on QIST. This institute is meant to be permanent and, when at full size, will employ up to 300 people. The Region of Tyrol and the city of Innsbruck in Austria also supported the creation of the Institute for Quantum Optics and Quantum Information (IQOQI); this centre was mentioned as “an example of outstanding quality” for activity in atomic molecular and optical physics research in a recent report of the US National Research Council."
18,1,eu_2008,"18 QIPC‟s own identity as a research field. Europe at the leading edge of QIPC research QIPC in industries and spin-off on Cold Atoms (IFRAF), which comprises more than 30 groups from 6 different laboratories in Greater Paris. The United Kingdom is funding an Interdisciplinary Research Collaboration (IRC) in QIPC between leading research universities and industrial laboratories. The initiative started in April 2004 with a funding level of 15M € in four years. These initiatives can either, as for ICFO, create a new centre of excellence, or as in the case of IFRAF, construct a new centre of excellence from an existing pool of competence. In most cases the local funding is motivated by the development of a high-impact scientific field and high-level research, and it  has a beneficial impact on local industry and economy."
18,2,eu_2008,"3. 2.3 OTHER FUNDING. As possible applications of QIST become likely to appear in the near future, start-ups have begun to emerge. The main interest so far is in quantum cryptography, in particular Quantum Key Distribution. The oldest European company is IdQuantique, spin-off from the university of Geneva in 2001. Several new appeared recently: SmartQuantum, created in 2004 in Lagnon, France, Qutools in Munich, Germany. Other competing start-ups for early adopters on the market are MagiQ, Optemax, and Qinetiq from the USA. These companies are mostly spin-off of QIST research groups, funded through the usual start-up scheme: university incubators at the early stage of their existence, then business angels or hedge funds to sustain them beyond their first years of existence. They mainly develop commercial fibered QKD systems, but most of them admit that there is no real market for such system yet. There is however already a small but active market for Quantum-based Random Number Generators (IdQuantique)."
18,3,eu_2008,"Quantum computing has also aroused interest for possible commercial applications. However the investment required and the timescale for developing a commercial quantum computer are much larger than for a QKD system. There is no start-up interested in developing a quantum computer in Europe so far, the only example known being  in Canada, where one company (D-WAVE) has been created in 1999. Several very large companies have also interest in QIST, with a focus on applied system research and components. In Europe, the main companies involved are Toshiba (UK), Thalès (France), France Telecom (France), Philips (Netherlands), Pirelli (Italy),  Hitachi (UK) Hewlett-Packard (UK). Worldwide, companies such as IBM and NEC are also involved in QIST. The companies either have their own lab (Toshiba, HP, IBM), and/or can alternatively fund research groups (Philips). It has proven practically impossible to obtain reliable information about the amount of investment in QIST by these companies. "
18,4,eu_2008,"Another interesting source of funding is  the European Space Agency (ESA). Several 50k€ feasibility studies on Quantum Communication in space were successfully completed since 2002 and one experimental terrestrial 200k € study over 144 km horizontal free-space link is ongoing. Within ESA‟s science program, the proposal Space-QUEST (to place a QKD terminal onboard the International Space Station) was rated as „outstanding‟. Several European industries submitted proposals to develop a prototype engineering model of a faint laser and entangled photon source with a total budget of 600k €. In the second half of 2008 a study on the feasibility of a QKD system on various future satellite missions is expected with 300k€. So far more than 1Mio€ have been spent on the different studies under evaluation at the time this report was made. But the overall budget for the Space-QUEST project, if it is accepted, would be approximately  80M € until 2014, with approximately 20% devoted to basic research. If successful, this would make ESA a major funding source for QIST in Europe."
18,5,eu_2008,"3. 3 QIPC RESEARCH IN THE INTERNATIONAL CONTEXT. Quantum information processing has become a scientific discipline with its own identity during the last ten years. The advent of quantum cryptography in the 80s and then the recognition of quantum computing in the 90s, for example using Shor‟s algorithm, provided the motivation and have been the starting point of serious experimental and theoretical efforts to realize QIPC at large. Through the activities of the 2000-2004 EC FP5 FET-PI QIPC programme, Europe has, in the main, been at the leading edge of QIS worldwide. The early spearheading of this high-risk R&D effort by the EC has aided in the creation of a number of national investments in QIS with the research area now reaching a more mature stage of medium/high risk. Until now, European publication output and quality has been on a par (and even superior) with the US , while other nations have begun systematic ramp-up in QIS investments. In the last years, significant growths in the research efforts within the field of QIS have been made worldwide. Especially the US has fostered their research activities, supported by a number of public funding agencies, namely the National Science Foundation (NSF) and the Defense Advanced Research Projects Agency (DARPA). Today, the US investment in QIPC of estimated 149 Million USD represents nearly 50 % of the worldwide research expenses in this field. Other important nations are Canada (31.6 M USSD ), Japan (20.0 M USD ), Australia (19.1 M USD ), Brazil (15.2 M USD ) and China (14.2 MUSD )."
18,6,eu_2008,"To retain our leading position in research and to capitalize on the Commission‟s already significant investments in QIS ( 50M€ in FP5  and FP6 ), it is vital to ensure that the EC investment in QIS remains competitive with the US and other national/continental QIS investors. Our current intelligence indicates that a Commission investment of 8M€/yr will compete very well with the US investment."
19,1,eu_2008,"1. Funding policies and European QIPC competitiveness poorly with the US , who now federally invests 149 MUSD/yr. Indeed, Australia, with a population of 20 million (EU population is ~450 million), will be federally investing, $8MAUS/yr (5M€/yr), in a coherent QIS effort through its National Centers of Excellence. "
19,2,eu_2008,"2. Among the strongest threats to Europe‟s lead role in Q/NIST/IS is the US FoQuS programme. The FoQuS programme (by the US Defense Advanced Research and Projects Agency), was initially tabled in early 2004 with a specific targeting of quantum computer QIS in a single project funded to ~90MUSD over four years, with worldwide researcher participation. "
19,3,eu_2008,3. This programme has not yet been fully launched but remains under consideration by the US for 2005. With the very significant international targeting of QIS ramping up around the world it is imperative that Europe remains competitive.
19,4,eu_2008,"4. QIS R&D support on the scale of ~ 8M€/year puts Europe at the lower end of worldwide QIS funding support. With such a potential decrease in international competitiveness, there is considerable risk that European research in QIS and the resulting technology developments (commercial and defense), will not be sustainable, leaving Europe reliant on importing such developed QIS technology from abroad."
19,5,eu_2008,"5. Estimated funding o f QIPC outside Europe in Million USD. Salaries represent 64% of the direct costs (costs without any overhead), whereas experimental equipment represents 36% of the direct costs. Overhead costs that are customary in the place have been added."
11,2,eu_2010,"Within a decade, it will be possible to place sources of entangled photons on satellites, which will allow global quantum communication, teleportation and perfectly secure cryptography. Quantum cryptography relies on quantum communication technology but its progress and future impact on secure communication will depend on new protocols such as, for example, quantum-cryptographic authentication and quantum digital signatures."
11,3,eu_2010,"The next thing on the horizon is a quantum simulator. This is a quantum system in which the interactions between the particles could be engineered to simulate another complex system in an efficient way – a task that is inherently intractable on classical, but not quantum, technology. Building quantum simulators would allow, for example, the development of new materials, accurate description of chemical compounds and reactions, or a deeper understanding of high temperature superconductivity. The goal is to push the existing quantum technologies, such as optical lattices, to their limits and build quantum simulators within a decade or so."
11,4,eu_2010,"Last but not least, the search for scalable quantum information technologies goes on. This astonishing field appears to involve practically the whole of physics, and stretches the theoretical and experimental resources of every branch of physics, from quantum optics and atomic physics to solid state devices. It is likely that there will not be a single winner in this search: a number of different technologies will complement each other. Some of them will be more suitable for quantum memories, some of them for quantum processing, some for quantum communication and so on. Therefore, in addition to developing individual technologies, we also need interfaces between these technologies, so that we can transfer a qubit, for example, from a polarized photon to an electron in a quantum dot. The hybrid technologies and architectures for quantum computation, including interfaces between them, are the long-term goals for years to come."
11,5,eu_2010,"Quantum information technology is a fundamentally new way of harnessing Nature and it has potential for truly revolutionary innovation. There is almost daily progress in developing promising technologies for realising quantum information processing with various advantages over its classical counterparts. After all, the best way to predict the future is to create it. From the perspective of the future, it may well be that the real computer age has not yet even begun."
11,6,eu_2010,"3. Different aspects of QIPC research in Europe Quantum Information Processing and Communication (QIPC) is a vigorously active cross-disciplinary field drawing upon theoretical and experimental physics, computer science, engineering, mathematics, and material science. Its scope ranges from fundamental issues in quantum physics to prospective commercial exploitation by the computing and communications industries."
11,7,eu_2010,3.1 QIPC research in Europe - European union level Research in Quantum Information Processing and Communication (QIPC) has a high risk nature and long-term outlook which is very much in scope of information and communication technologies (ICT). The “Future and Emerging Technologies” programme (FET) being part of the ICT research theme of European Commission has as early as in the mid 90’s recognized the potential of QIPC.
12,2,eu_2010,"In the late 80's and early 90's quantum phenomena were studied by projects funded by the EC in the field of optoelectronics and electronics with the aim to overcome the limitations to the respective state-of-the-art devices. In the Fourth Framework Programme (FP4, 1995 – 1998) this research gradually evolved towards the objective of “quantum information processing”. The focus was on the demonstration of quantum entanglement with photons, which was technologically more mature. In the mid 90's, important results were achieved by several groups in Europe and shortly after they became the driving force behind a number of FET projects."
12,3,eu_2010,"During 1998 the QCEPP working group (the so-called Pathfinder Project) laid the bases for the research field of QIPC at European level and was the first endeavour explicitly addressing this area of research. This working group produced an extensive report with a roadmap, a map of European research teams with relevant competencies and set the research agenda for several years ahead. It played a crucial role by organizing the research community, by stimulating it to reach critical mass within a short time period and by building the support for the launch of QIPC as a Proactive Initiative."
12,4,eu_2010,"The proactive initiative QIPC and its successors In FP5 (1999–2002) FET launched QIPC as a Proactive Initiative (PI). It was implemented via „calls for proposals"" directly targeted to QIPC and a certain amount of the FET budget was reserved in advance. There were two calls for proposals and 25 projects were launched with total cost of 41 M€ and EU funding of 31 M€. The contracts of the last group of FP5 projects finished at the end of 2005. Integrating the projects arising from the Open scheme with those supported through the proactive initiative and coordinate the work of all these projects was a main priority of the proactive initiative in FP5. Important traditions were also established at that time. Each year since the beginning of the proactive initiative two major events have been organized. The first one is a „cluster review and conference"". Its goals are to evaluate the work of each project and how its objectives fit within the cluster, to revise priorities if necessary and to evaluate the progress of the cluster as a whole. The second event is the annual European QIPC workshop where projects present their work. Both forums give the opportunity for interactions between the members of the projects and for cross-fertilization."
12,5,eu_2010,"In FP6 (2003–2006) QIPC continued as a FET PI. There was one call for Integrated Projects (IP) in September 2004. Three Integrated Projects succeeded in the evaluations and started in November 2005 with a contract for four years and total EU funding of 25 M€: SCALA  – Scalable Quantum Computing with Light and Atoms (9.4 M€) with a focus on the realization of a scalable quantum computer, by using individually controlled atoms, ions and photons; QAP – Qubit Applications (9.9 M€) with a focus on qubit applications that are based on photonic, atomic and solid state systems; EuroSQIP  – European Superconducting Quantum Information Processor"" (6M€): with a focus on developing a 3-5-qubit quantum information processor on platforms based on Josephson junction technology."
12,6,eu_2010,"In FP7 (2007-2013) the proactive initiave took on the new name “Quantum Information Foundations and Technologies” (QI-FT) and organized a call for proposals in 2009. Besides the ongoing objective to exploit the quantum nature of information for new ways of computing and communication, projects should also develop entanglement-enabled quantum technologies with a general potential for application in ICT. Three projects started in February 2010 with a total EU funding of 15 million Euros. Remarkably, also research groups from outside Europe were attracted by these projects coming from the US, Australia and Singapore. AQUTE  (5.3 M€) strives to realise an atomic, molecular and optical (AMO)-based."
13,2,eu_2010,"Q-ESSENCE  (4.7 M€) pursues the hybridization of quantum information media with a focus on making networks, long-distance entanglement, applications, and verification. These outcomes will be reached through the underpinning science and enabling technologies such as light-matter interfaces providing faithful interconversion between different physical realizations of qubits or quantum information concepts that solve problems of limited trust and privacy intrusion."
13,3,eu_2010,"SOLID (5.0 M€) is to develop small solid-state hybrid systems on common platforms based on microwave and optical nano-photonic cavities for the purpose of performing elementary quantum information processing tasks. Various types of solid-state qubits will be connected to these ""hubs"": Josephson junction circuits, quantum dots and NV centres in diamond. Focus is on design, fabrication, characterization, combination, and operation of quantum-coherent hybrid registers involving 3-9 qubits."
13,4,eu_2010,"QIPC in the FET OPEN scheme Also in FP7 a significant number of FET OPEN projects have been working on QIPC topics with a total funding of about 30 M€ (status February 2010). These are COMPAS  - Computing with mesoscopic photonic and atomic states (2.1 M€); COQUIT  - Collective quantum operations for information technologies (1.5 M€); CORNER  - Correlated noise effects in quantum information processing (2.7 M€); GEOMDISS  - Geometric phases, pumping, and dissipation in quantum devices (2.1 M€); HIDEAS  - High Dimensional Entangled Systems (4.6 M€); HIP - Hybrid Information Processing (2.8 M€); MIDAS  - Macroscopic interference devices for atomic and solid-state systems: quantum control of super-currents (3.1 M€); MINOS  - Micro- and nano-optomechanical systems for ICT and QIPC (3.1 M€); MOLSPINQIP  - Molecular spin Clusters for Quantum Information Processes (2.7 M€); NAME-QUAM  - Nanodesigning of atomic and molecular quantum matter (2.8 M€); PICC - Physics of Ion Coulomb Crystals (3.0 M€); QUANTIP  - Quantum integrated photonics (3.2 M€); QUEVADIS  - Quantum engineering via dissipation (1.4 M€); SCOPE  - Single Cooper pairs electronics (2.6 M€)"
13,5,eu_2010,"The QIPC coordination actions Since 2005 a series of Coordination Action Projects has supported the QIPC initiative. Their goal is to collaborate with the QIPC FET proactive initiative in developing a strategy and in carrying out common activities. ERA-Pilot QIST  started out to promote QIPC research in Europe and to give recommendations to European and national authorities on policy, structuring, coordination and funding. One of its important contributions was the stimulation of the QIPC Roadmap and the compilation of information about national and international QIPC programmes. Its successor QUROPE aimed at structuring the European QIPC research community around the FET QIPC proactive initiative and covered a large spectrum of activities like: developing a common European vision, strategy and goals for QIPC research, updating the QIPC roadmap, increasing the public awareness and aim at broad dissemination activities; developing a map of European QIPC groups; organizing scientific meetings; creating links with industry and developing international collaboration outside of Europe. QUROPE entertained close links to some 80 research groups and was instrumental to give the European QIPC community a strong voice. In February 2010 the project QUIE2T  has taken over the coordination tasks from QUROPE. It aims at strengthening and advancing the European scientific and technological excellence in the field of Quantum Information Foundations and Technologies (QIFT) and fostering the FET Proactive in a similar way as QUROPE did. It also aims at setting up a sustainable research network, structured around four Virtual Institutes for Quantum Computation, Quantum Communication, Quantum."
14,2,eu_2010,"QIPC in other parts of the EU framework programme for research. While the QIPC research activities have been initiated in the FET programme, they turned out to develop ramifications relevant to other EU programmes dealing with ICT and research in general. These were either driven by the potential of technological application or the scientific impact on neighbouring disciplines."
14,3,eu_2010,"The strategic objective on Security of the IST Research Program had funded SECOQC  – ""Development of a Global Network for Secure Communication based on Quantum Cryptography"" with 11.35 M€ in FP6 . The consortium comprises 40 excellent research groups in the field of applied quantum cryptography to realize an open network for dependable and secure long-range quantum communication building upon a Quantum Key Distribution (QKD) technology. The functionality of the developed architecture has been successfully demonstrated in the end of 2008. In addition the consortium published a White Paper on Quantum Key Distribution and Quantum Cryptography (2007) and started activities on standardization of the developed technology."
14,4,eu_2010,"The objective on organic photonics and other disruptive Technologies has funded in FP7 one QIPC project: QuRep  (1.9 M€) on quantum repeaters for secure long-distance communications in state-of-the-art optical fibre-based telecommunication networks. Other projects in the area of QIPC funded by the European Commission research program in general are the two Marie Curie research training networks funded by the Marie Curie program of DG RTD. They are CONQUEST : ""Controlled Quantum Coherence and Entanglement in Sets of Trapped Particles"" and ATOMCHIPS."
14,5,eu_2010,"Role of the FET QIPC proactive initiatives. The FET QIPC proactive initiative and its successors play a leading role in connecting the European research activities in the field. Besides providing important funds for research activities they strive to Foster collaboration between research groups in different countries; Facilitate exchange of knowledge, students and researchers between different groups; Establish free movement of knowledge as a fifth freedom in Europe besides people, goods, capital and services; Plan pan-European events and dissemination activities to promote a comprehensive public image of the field through conferences, workshops, common European web portal; Structure and strengthen the research community; Establish and maintain a dialogue with research managers in the member states and at the European level; Define a common strategy for research; Establish a dialogue with industry; Create international alliances and a strategy for international collaboration. In each of the objectives listed above significant progress has been made. Particular highlights have been The establishment of a research agenda which is called QIPC strategic report on current status, visions and goals for research in Europe. 40 leading scientists in QIPC have contributed to this research agenda. It was published in 1999 for the first time with and since then regularly updated. This version is the 6th update; The organization of QIPC conferences. A biannual international conference series on quantum."
15,2,eu_2010,The raising of interest from relevant industry. The coordination actions managed to create links with industrial players active in communication and networking technologies. For example industry sessions have been organized at the QIPC conferences and a dialogue with interested companies has been established. Some of them even joined a research consortium with QIPC scientists to run the European project SECOQC. Overall the ground has been prepared for the swift up-take of commercially interesting results coming out of the QIPC research activities.
15,3,eu_2010,"The attraction of international partners to collaborative EU research projects. While the QIPC activities have started as a European research programme with mainly partners from Europe, it turned out that more and more research groups from overseas are eager to join in. In consequence the number of international partners in the QIPC projects hase risen in the last calls to about 10% of the total. This development is supported by the availability of funding for these partners under certain conditions such as unique expertise of the partner. The experiences have been very positive so far."
15,4,eu_2010,The acknowledgement of QIPC researchers' scientific work through numerous prestigious Prizes including the Nobel Prize in Physics (2005) to mention one. The community is also proud to count more than 10 grantees of the European Research Council amongst them. In the future EU's strategy will be to further foster the QIPC activities with a view to stimulate and facilitate the collaboration of the national funding agencies at European level and to create the conditions for a fast transition of scientific results to new technologies.
15,5,eu_2010,"First steps towards stronger collaboration with national and regional funding bodies have been taken. The CHIST-ERA project with partners from 9 different member states will implement a joint call for proposals in the second half of 2010 in the frame-work of a ERA-NET action. Furthermore, an ERA-NET plus action in the research domain of QIPC is planned for the year 2012. And last, but not least the QIPC community intends to participate in the flagship initiatives being lauched by the FET programme from 2012 onwards. These European initiatives are supposed to start long-term, visionary, goal-driven and large-scale research programmes in ICT targeting key scientific breakthroughs with a strong basis potential for technological innovation and economic exploitation."
15,6,eu_2010,"In conclusion, there is good hope that the field of QIPC will keep and even increase its momentum as a locomotive in longterm ICT research and will eventually contribute to the transformation of scientific results into commercially applicable technologies for the benefit of the whole European society."
15,7,eu_2010,"3.2 National funding As a basic research field, QIST is still traditionally funded by the different national governmental organisation depending on the country (ministry, governmental agency etc.). These agencies fund every research topics and QIST is typically a small percentage of the overall budget (in the percent range). However many of them have recently developed focus program or umbrella topics for QIST. The identified main national founders for each country are the following Austria Austrian Federal Ministry of Transport, Innovation and Technology (BMVIT) Austrian Research Promotion Agency (FFG) Zentrum für Innovation und Technologie GmbH City of Vienna Austrian Science Fund (FWF) Tiroler Zukunftsstiftung Belgium."
18,1,eu_2010,"As a highly promising field, QIST is often supported at the local level (city or region). Several examples in Europe have led to the creation of centers for Quantum Information, sometimes in a more general context. This funding can be quite stable in time, and usually consists in particular of a large startup sum, but also in a more long-term support. One can cite for instance: The region of Catalonia in Spain strongly supported the creation of the Institute for Photonic Science (ICFO) in 2002 in Barcelona, which has a strong emphasis on QIST. This institute is meant to be permanent and, when at full size, will employ up to 300 people; The Region of Tyrol and the city of Innsbruck in Austria also supported the creation of the Institute for Quantum Optics and Quantum Information (IQOQI); this centre was mentioned as ""an example of outstanding quality"" for activity in atomic molecular and optical physics research in a recent report of the US National Research Council; The Region Paris-Ile-de-France through the creation of the Francilian Institute for Research on Cold Atoms (IFRAF), which comprises more than 30 groups from 6 different laboratories in Greater Paris; The United Kingdom is funding an Interdisciplinary Research Collaboration (IRC) in QIPC between leading research universities and industrial laboratories. The initiative started in April 2004 with a funding level of 15M€ in four years; The German ministery for education and research (BMBF) launched in January 2010 a programme on quantum communication as part of its strategic initiative ""IKT 2020""."
18,2,eu_2010,"These initiatives can either, as for ICFO, create a new centre of excellence, or as in the case of IFRAF, construct a new centre of excellence from an existing pool of competence. In most cases the local funding is motivated by the development of a high-impact scientific field and high-level research, and it has a beneficial impact on local industry and economy."
18,3,eu_2010,"As possible applications of QIST become likely to appear in the near future, start-ups have begun to emerge. The main interest so far is in quantum cryptography, in particular Quantum Key Distribution. The oldest European company is IdQuantique, spin-off from the university of Geneva in 2001. Several new appeared recently: SmartQuantum , created in 2004 in Lagnon, France, Qutools  in Munich, Germany. Other competing start-ups for early adopters on the market are MagiQ , Optemax , and Qinetiq  from the USA. These companies are mostly spin-off of QIST research groups, funded through the usual start-up scheme: university incubators at the early stage of their existence, then business angels or hedge funds to sustain them beyond their first years of existence. They mainly develop commercial fibered QKD systems, but most of them admit that there is no real market for such system yet. There is however already a small but active market for Quantum-based Random Number Generators ( IdQuantique )."
18,4,eu_2010,"Quantum computing has also aroused interest for possible commercial applications. However the investment required and the timescale for developing a commercial quantum computer are much larger than for a QKD system.There is no start-up interested in developing a quantum computer in Europe so far, the only example known being in Canada, where one company ( D-Wave ) has been created in 1999."
18,5,eu_2010,"Several very large companies have also interest in QIST, with a focus on applied system research and components. In Europe, the main companies involved are Toshiba (UK), Thalès (France), France Telecom (France), Philips (Netherlands), Pirelli (Italy), Hitachi (UK) Hewlett-Packard (UK). Worldwide, companies such as IBM and NEC are also involved in QIST. The companies either have their own lab (Toshiba, HP, IBM), and/or can alternatively fund research groups (Philips). It has proven practically impossible to obtain reliable information about the amount of investment in QIST by these companies."
19,1,eu_2010,"Another interesting source of funding is the European Space Agency (ESA) . Several 50 k€ feasibility studies on Quantum Communication in space were successfully completed since 2002 and one experimental terrestrial 200 k€ study over 144 km horizontal free-space link is ongoing. Within ESA’s science program, the proposal Space-QUEST (to place a QKD terminal onboard the International Space Station) was rated as ‘outstanding’. Several European industries submitted proposals to develop a prototype engineering model of a faint laser and entangled photon source with a total budget of 600 k€. In the second half of 2008 a study on the feasibility of a QKD system on various future satellite missions is expected with 300k€. So far more than 1Mio€ have been spent on the different studies under evaluation at the time this report was made. But the overall budget for the Space-QUEST project, if it is accepted, would be approximately 80 M€ until 2014, with approximately 20% devoted to basic research. If successful, this would make ESA a major funding source for QIST in Europe."
19,2,eu_2010,"3.5 QIPC research in the international context Quantum information processing has become a scientific discipline with its own identity during the last ten years. The advent of quantum cryptography in the 80s and then the recognition of quantum computing in the 90s, for example using Shor’s algorithm, provided the motivation and have been the starting point of serious experimental and theoretical efforts to realize QIPC at large."
19,3,eu_2010,"Through the activities of the FET proactive initiatives in FP5, FP6 and now FP7, Europe has, in the main, been at the leading edge of QIS worldwide. The early spearheading of this high-risk R&D effort by the EC has aided in the creation of a number of national investments in QIS with the research area now reaching a more mature stage of medium/high risk. Until now, European publication output and quality has been on a par (and even superior) with the US, while other nations have begun systematic ramp-up in QIS investments."
19,4,eu_2010,"In the last years, significant growths in the research efforts within the field of QIST have been made worldwide. Especially the US has fostered their research activities, supported by a number of public funding agencies (for example the National Science Foundation and the Defense Advanced Research Projects Agency). To retain our leading position in research and to capitalize on the Commission’s already significant investments in QIS (50M€ in FP5 and FP6, 45M€ in FP7), it is vital to ensure that the EU investment in QIS remains competitive with the US and other national/continental QIS investors."
19,5,eu_2010,"In the figure below we plot the 2008 funding figures in the QIPC area for the US, Canada, Japan and Europe. QIS R&D support on the scale of ~15M€/year puts Europe below average of worldwide QIS funding support. With such a potential decrease in international competitiveness, there is considerable risk that European research in QIS and the resulting technology developments (commercial and defense), will not be sustainable, leaving Europe reliant on importing such developed QIS technology from abroad."
21,2,eu_2013,"Within a decade, it will be possible to place sources of entangled photons on satellites, which will allow global quantum communication, teleportation and perfectly secure cryptography. Quantum cryptography relies on quantum communication technology but its progress and future impact on secure communication will depend on new protocols such as, for example, quantum-cryptographic authentication and quantum digital signatures."
